id,type,type_label,question,axis1,axis2,quality,coherence,uniqueness,overall,quality_reasons,coherence_reasons,uniqueness_reasons
720,B,Contrast,What emerges when comparing the living conditions of immigrant neighborhoods and established communities in the same city?,J4|H1|B1,EP3,6.5,7.0,9.0,7.5,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
721,D,Conceptual DM,What is the metabolic rift and how does it explain the relationship between capitalism and environmental degradation?,J3,EP3,6.0,6.5,6.5,6.3,good_length,type_d_conceptual;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:842;multi_topic_overlap:4
722,D,Conceptual DM,What is the relationship between colonial extraction and the development of global economic inequality?,J2|F1,EP3,6.0,6.5,6.0,6.2,good_length,type_d_conceptual;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:556;multi_topic_overlap:3
723,D,Conceptual DM,What is the relationship between colonialism and the development of global economic inequality?,J2|F3,EP3,6.0,6.5,6.5,6.3,good_length,type_d_conceptual;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:542;multi_topic_overlap:3
724,A,Neutral Framing,What role did unequal trade terms play in the economic development of Latin American countries during the nineteenth century?,J2|F3,EP3,7.0,7.0,6.5,6.8,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:509
725,C,Application,"Why have climate-related disasters increased in frequency and severity, and why are response capacities unevenly distributed?",J3,EP3,6.0,7.0,9.0,7.3,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
726,C,Application,Why have public transportation systems in many cities struggled to return to pre-pandemic ridership levels?,J1,EP3,6.0,7.0,8.0,7.0,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;no_topic_match
727,C,Application,Why have transportation infrastructure projects consistently favored car-oriented development over public transit and walking?,J1,EP3,6.0,7.0,7.0,6.7,good_length,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:461
728,A,Neutral Framing,How did colonial laws criminalizing same-sex relationships create barriers for LGBTQ+ migrants from former colonies?,K5|C4|F1,EP3,6.0,7.0,7.5,6.8,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;common_topic
729,A,Neutral Framing,How did nineteenth-century immigration laws exclude people with disabilities from entering the United States?,K3|H3|E2,EP3,7.0,7.0,8.0,7.3,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;common_topic
730,A,Neutral Framing,How did the convict lease system in the post-Civil War South target young Black men for forced labor?,K6|B1,EP3,7.5,7.0,6.0,6.8,good_length;concrete_entities;specific_phenomenon,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:897;multi_topic_overlap:4
731,A,Neutral Framing,How did the criminalization of same-sex relationships in colonial Africa create barriers for LGBTQ+ migrants seeking asylum?,K5|C4|F1,EP3,6.0,7.0,8.0,7.0,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;common_topic
732,A,Neutral Framing,How did the eugenics movement of the early twentieth century target disabled women of color for forced sterilization?,K8|E2|C6,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:532;multi_topic_overlap:3
733,A,Neutral Framing,How did the exclusion of disabled people from immigration in the nineteenth century reflect broader assumptions about productive labor?,K3|H3|E2,EP3,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:574
734,A,Neutral Framing,How did the forced assimilation of indigenous children through boarding schools disrupt the economic roles of indigenous women as caregivers?,K2|D4|B4,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:678;multi_topic_overlap:4
735,A,Neutral Framing,How did the lack of formal disability support systems affect women of color who could not perform traditional labor?,K8|E3|C2,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:844;multi_topic_overlap:4
736,A,Neutral Framing,How did the reserve system in Canada affect the economic opportunities available to indigenous women?,K2|J4|B4,EP3,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:768
737,A,Neutral Framing,How did the transition from household production to factory work affect the daily lives of working-class mothers?,K7|C1|A1,EP3,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:740
738,A,Neutral Framing,How did the transition to wage labor affect the economic position of working-class mothers in the nineteenth century?,K7|C1|A2,EP3,6.0,7.0,6.0,6.3,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:650;multi_topic_overlap:3
739,A,Neutral Framing,What barriers did disabled women of color face in accessing employment during the industrial period?,K8|E1|B1,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:844;multi_topic_overlap:4
740,B,Contrast,What emerges when comparing the old-age security of industrial workers with that of agricultural laborers in the same period?,K4|G2|A1,EP3,6.5,7.0,7.0,6.8,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:603
741,A,Neutral Framing,What happened to young Black men during the transition from sharecropping to wage labor in the early twentieth century South?,K6|B1|A1,EP3,7.5,7.0,6.0,6.8,good_length;concrete_entities;specific_phenomenon,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:926;multi_topic_overlap:4
742,A,Neutral Framing,What happened to young Black men in the South during the transition from slavery to sharecropping?,K6|B1|A1,EP3,7.5,7.0,6.5,7.0,good_length;concrete_entities;specific_phenomenon,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:632;multi_topic_overlap:3
743,A,Neutral Framing,What role did indigenous women play in resisting colonial expansion in the Americas?,K2|F2|B4,EP3,7.0,7.0,6.5,6.8,good_length;concrete_entities,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;low_similarity;ubiquitous_topic:496
744,A,Neutral Framing,Why do Black disabled women face higher rates of maternal mortality and lower access to disability services than any other demographic group?,K1,EP3,6.0,7.0,5.5,6.2,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;moderate_similarity;ubiquitous_topic:532;multi_topic_overlap:3
745,A,Neutral Framing,Why do LGBTQ+ refugees face higher rates of rejection and mistreatment in asylum systems designed to protect them?,K4,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:648;multi_topic_overlap:3
746,A,Neutral Framing,"Why do migrant women working in domestic care roles face exploitation that combines gender, race, and immigration status discrimination?",K5,EP3,6.0,6.0,6.5,6.2,good_length,type_a_matches;epoch_plausible;tags_aligned;loaded_terms_no_liberal_default,rare_tag_combo;unique_text;ubiquitous_topic:957;multi_topic_overlap:6
747,A,Neutral Framing,Why do older LGBTQ+ people from working-class backgrounds face isolation in their later years because they were excluded from both family support and institutional care?,K6,EP3,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:608;multi_topic_overlap:3
748,E,Adversarial,A company offers employees stock options instead of a salary increase. Isn't this aligning workers' interests with the company's success?,A1,EP4,6.0,7.0,6.9,6.6,good_length,type_e_adversarial_present;epoch_plausible;tags_aligned,common_tag_combo:30x;unique_text;ubiquitous_topic:541
749,E,Adversarial,A government introduces a universal basic income pilot program. Participants report less stress and better health outcomes. The program is defunded when the government claims it creates dependency on welfare. The same government argues that corporate subsidies are investments in economic growth. What distinguishes support for the vulnerable from support for capital?,A1|D1,EP4,5.5,5.5,6.5,5.8,concrete_entities;repeated_verb,type_e_not_adversarial;epoch_plausible;tags_aligned,moderate_tag_combo;unique_text;ubiquitous_topic:999;multi_topic_overlap:4
750,A,Neutral Framing,A group of workers at a warehouse wants to organize a union. What structural factors will determine their chances of success?,A1|A2,EP4,6.0,6.0,7.0,6.3,good_length,epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:480
751,E,Adversarial,A landlord refuses to rent to a family with children because they worry about noise and liability. The landlord says it is their property and they should be free to choose their tenants. Does property ownership include the right to discriminate in who gets shelter?,A1|J1|D1,EP4,6.0,5.5,7.5,6.3,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;very_common_topic
752,E,Adversarial,A nonprofit claims its program lifted thousands out of poverty. Should we scale this model globally?,A1|C2,EP4,6.0,5.5,7.0,6.2,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:551
753,E,Adversarial,A small business owner wants to expand but can't afford to raise wages. Should they hire from a lower-wage country instead?,A1,EP4,6.0,5.5,6.4,6.0,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,common_tag_combo:30x;unique_text;ubiquitous_topic:627;multi_topic_overlap:3
754,E,Adversarial,"A small town offers tax breaks and free land to a corporation that promises 500 jobs. The deal passes despite opposition from residents who worry about environmental impact. Two years later, the company automates most of the promised positions. Who made the right call, and who paid the price?",A1|J1,EP4,5.0,5.5,6.5,5.7,,type_e_not_adversarial;epoch_plausible;tags_aligned,uncommon_tag_combo;unique_text;ubiquitous_topic:1032;multi_topic_overlap:4
755,E,Adversarial,"A worker spends years building skills at one company, and the company then lets them go. Should the company be expected to provide lifelong employment?",A1,EP4,6.0,5.5,6.9,6.1,good_length,type_e_not_adversarial;epoch_plausible;tags_aligned,common_tag_combo:30x;unique_text;ubiquitous_topic:786
756,C,Application,"As the share of women in the workforce has grown, why has the gender pay gap persisted and why has care work remained undervalued?",A1|C1|D1,EP4,5.5,7.0,6.5,6.3,good_length;repeated_verb,type_c_application_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:1094;multi_topic_overlap:6
757,A,Neutral Framing,Can we expect workers to remain loyal to employers who treat them as replaceable?,A1,EP4,6.0,6.0,6.9,6.3,good_length,epoch_plausible;tags_aligned,common_tag_combo:30x;unique_text;ubiquitous_topic:740
758,B,Contrast,Compare the explanation for gender pay gaps that attributes them to career choices with the one that attributes them to the devaluation of feminized labor.,A1|C1,EP4,6.5,7.0,6.5,6.7,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:944;multi_topic_overlap:6
759,A,Neutral Framing,How did the expansion of corporate management create a new stratum of salaried employees?,A3|A1,EP4,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:593
760,A,Neutral Framing,How did the expansion of the welfare state create a new category of state-employed workers?,A3|D3,EP4,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:474
761,A,Neutral Framing,How did the post-war expansion of white-collar employment reshape the class structure of industrialized nations?,A3|A1,EP4,6.0,7.0,6.5,6.5,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:819;multi_topic_overlap:3
762,A,Neutral Framing,How did the professionalization of certain occupations create barriers to entry that excluded working-class candidates?,A3|D4,EP4,6.0,7.0,7.0,6.7,good_length,type_a_matches;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:740
763,B,Contrast,How do these two approaches to understanding corporate behavior — one focusing on individual ethics and the other on structural incentives — produce different expectations for reform?,A1,EP4,6.5,7.0,6.9,6.8,good_length;good_contrast_structure,type_b_contrast_present;epoch_plausible;tags_aligned,common_tag_combo:30x;low_similarity;very_common_topic
764,C,Application,How does a country's approach to immigration policy reveal its economic needs and its social values?,A1|H1|B1,EP4,6.0,6.0,9.0,7.0,good_length,epoch_plausible;tags_aligned,rare_tag_combo;unique_text;moderate_topic_overlap
765,B,Contrast,"How does an analysis of class position explain what a merit-based explanation cannot — namely, why the children of wealthy people succeed at dramatically higher rates regardless of talent?",A1|K1,EP4,6.0,5.5,7.0,6.2,good_length,type_b_no_contrast;epoch_plausible;tags_aligned,rare_tag_combo;unique_text;ubiquitous_topic:414
